time,close,SMMA,EMA,RSI,OBV
1639383540,15.39,15.51288,15.370206457075586,54.221328933378544,0.03259636414235294
1639383600,15.4,15.512654239999998,15.370796428222604,54.993511786120145,0.06136955855303422
1639383660,15.43,15.512488931519998,15.371968776178592,57.232321391439484,0.02133177289232628
1639383720,15.43,15.512323953656958,15.37311790932357,57.232321391439484,0.10192914971594058
1639383780,15.41,15.512119305749644,15.373848247752806,55.27080003859428,-1.1985007428734557e-15
1639383840,15.4,15.511895067138145,15.374366104232948,54.30805957495317,-0.0074910262522430975
1639383900,15.39,15.51165127700387,15.374675686327345,53.346790377022685,-0.010475673740722813
1639383960,15.39,15.511407974449861,15.374979138083239,53.346790377022685,-0.003345314075809408
1639384020,15.39,15.511165158500962,15.375276580893471,53.346790377022685,-1.1677517620994363e-15
1639384080,15.4,15.510942828183959,15.375766153549046,54.243401744662556,-1.150512739233004e-15
1639384140,15.42,15.510760942527591,15.37664207130055,55.993230132571256,0.004064271144170824
1639384200,15.42,15.510579420642536,15.377500644146084,55.993230132571256,0.007933945377907588
1639384260,15.42,15.510398261801251,15.37834221554913,55.99323013257126,-1.0163376172615586e-15
1639384320,15.46,15.510297465277649,15.37995920137984,59.428512390471205,-1.1987551839022447e-15
1639384380,15.54,15.510356870347094,15.383128326104991,65.07001267935384,0.03629910150191631
1639384440,15.54,15.5104161566064,15.38623469588509,65.07001267935384,2.1579924655819336
1639384500,15.52,15.510435324293189,15.388883513788356,62.736135652871,-1.138751765878944e-15
1639384560,15.5,15.510414453644602,15.391083840247992,60.491655324331944,-0.039572900489026924
1639384620,15.47,15.510333624737314,15.392646536480704,57.31007055878205,-0.02275525721425568
1639384680,15.47,15.51025295748784,15.394178288233562,57.31007055878205,-0.01870908100211489
1639384740,15.47,15.510172451572863,15.39567970826854,57.31007055878205,-1.3278300481119298e-15
1639384800,15.51,15.510172106669717,15.397943476421638,60.385532513603344,-1.2919801876602229e-15
1639384860,15.51,15.510171762456379,15.400162417482596,60.38553251360334,0.01062069628073115
1639384920,15.49,15.510131418931465,15.401941379512644,58.14419230659377,-1.2746439440585385e-15
1639384980,15.51,15.510131156093603,15.40408115417576,59.691905230876884,-0.033678523148762636
1639385040,15.55,15.510210893781418,15.40697063627129,62.556507214706365,0.006267841305912944
1639385100,15.54,15.510270471993854,15.4096048810976,61.42749641020931,0.05050604160049986
1639385160,15.54,15.510329931049865,15.412186962660023,61.42749641020931,-0.03972137835850161
