time,close,SMMA,EMA,RSI,OBV
1639383540,19.2,19.63352,19.15331618362693,55.764354856657995,0.016055481957868226
1639383600,19.18,19.632612960000003,19.15384457603036,54.403483937445934,0
1639383660,19.21,19.63176773408,19.154956564623816,56.067142571972454,-0.010591916004217014
1639383720,19.2,19.630904198611844,19.155848513839185,55.37049525610521,0.021766130283768562
1639383780,19.18,19.63000239021462,19.156326761089893,53.98274049571306,-0.016823623879929767
1639383840,19.17,19.62908238543419,19.156597518296035,53.2918827320292,-0.006474671959809717
1639383900,19.15,19.62812422066332,19.156466874369382,51.917213101271535,-0.015635355749013456
1639383960,19.15,19.627167972221994,19.156338817451175,51.917213101271535,-0.017434862440838236
1639384020,19.16,19.62623363627755,19.15641131611551,52.571834383544136,1.6086712248935197e-16
1639384080,19.17,19.625321169004998,19.156680398964706,53.2305321250611,0.013525010333290264
1639384140,19.19,19.624450526666987,19.157340193044615,54.53689021272866,0.014523787877805807
1639384200,19.21,19.62362162561365,19.158382961499175,55.81365571178123,0.018243167661447852
1639384260,19.2,19.622774382362426,19.15920706127147,55.01451628220479,0.007429688332540863
1639384320,19.25,19.622028833597703,19.161004941246293,58.11635904741394,-0.007876938491752652
1639384380,19.27,19.621324775930507,19.163163259241415,59.27822840077616,0.02465855850212877
1639384440,19.25,19.620582126378647,19.164882798662376,57.62457732324746,0.04388031088103802
1639384500,19.26,19.61986096212589,19.166766307599755,58.22732317435636,-0.02456177977437438
1639384560,19.26,19.61914124020164,19.168612519330452,58.22732317435636,0.017150683139095634
1639384620,19.19,19.618282957721235,19.169036033799156,52.62046673820147,0
1639384680,19.18,19.61740639180579,19.169253142040755,51.88216160180675,-0.06315806728139867
1639384740,19.21,19.616591579022177,19.170060010515197,53.88996487765477,-0.009515312297356821
1639384800,19.26,19.615878395864133,19.171841000405987,56.98461044436717,0.00897216686387231
1639384860,19.22,19.615086639072405,19.172794643962305,53.98606666899204,0.0181108413288512
1639384920,19.2,19.61425646579426,19.173333363883845,52.55564063669377,-0.009449852821607546
1639384980,19.23,19.61348795286267,19.174455475490106,54.42927222135753,-0.020080672553109916
1639385040,19.28,19.612820976956947,19.17654546607446,57.334301279471674,0.008007062787335938
1639385100,19.24,19.61207533500303,19.17780199149873,54.46111182698924,0.024444144401934022
1639385160,19.29,19.611431184333025,19.180023734241328,57.23249708651398,-0.023648341383023616
1639385220,19.27,19.61074832196436,19.18180544247417,55.8266461782472,0.029461486558944996
1639385280,19.25,19.610026825320432,19.18315582975191,54.443196261007806,-0.02393297426154523
1639385340,19.27,19.60934677166979,19.184875516291477,55.58188566173372,-0.007586395280833469
1639385400,19.27,19.608668078126453,19.18656114963224,55.58188566173372,0.025800761337762105
1639385460,19.27,19.607990741970198,19.188213404094967,55.58188566173372,0
1639385520,19.29,19.607354760486256,19.1902289802515,56.77787663207895,1.9833876994036378e-16
1639385580,19.32,19.606780050965284,19.192798703414837,58.5113286542882,0.013651961167291862
1639385640,19.31,19.606186490863355,19.195119521168998,57.71318190643701,0.04331359588829319
1639385700,19.29,19.60555411788163,19.196998342531987,56.129076991547564,-0.027786641495652138
1639385760,19.28,19.60490300964587,19.19864193970957,55.343357215464614,-0.025433166629621706
1639385820,19.26,19.60421320362658,19.19985695080443,53.78560250192363,-0.01883127378247632
1639385880,19.25,19.603504777219324,19.20084988247167,53.013783205340175,-0.035638504335175486
