time,close,SMMA,EMA,RSI,OBV
1639383540,48978.42,49051.86532,48849.108298418425,54.82734647934102,0.07357495399835046
1639383600,48955.04,49051.671669359996,48851.205955875485,54.085469655729725,0.07040823905520802
1639383660,48987.7,49051.54372602128,48853.90880823439,54.96605111532691,-0.06833697439143249
1639383720,48954.59,49051.34981856924,48855.90249520004,53.882294578478955,0.0885446274395457
1639383780,48944.97,49051.137058932094,48857.666208166374,53.56485848738333,-0.0759038047528891
1639383840,48896.77,49050.82832481423,48858.44054067793,51.97769217665544,-0.07517860943929723
1639383900,48878.02,49050.4827081646,48858.82825274372,51.365216162592404,-0.08812070509269905
1639383960,48842.29,49050.066322748266,48858.500762590375,50.19914930705271,-0.02533334748676622
1639384020,48842.03,49049.65025010277,48858.17460887571,50.190572215089546,-0.08522831313886078
1639384080,48866.94,49049.28482960257,48858.348180977184,51.02001417284204,-0.058172258210670263
1639384140,48888.79,49048.96383994336,48858.950989274665,51.74910360708058,0.021691843418825713
1639384200,48924.74,49048.715392263475,48860.2537419623,52.94136688576137,0.03647205311534287
1639384260,48938.34,49048.494641478945,48861.800004497694,53.39206928936809,0.030777284614685586
1639384320,48994.27,49048.38619219599,48864.42317272546,55.216784155573706,0.03889798310775022
1639384380,49054.05,49048.3975198116,48868.17815940416,57.07493307781781,0.1061915655197078
1639384440,48996.03,49048.29278477198,48870.709879019916,54.79233160438773,0.11371278450359311
1639384500,48980.77,49048.157739202434,48872.889287356156,54.202532207022365,-0.10243539564968206
1639384560,48951.92,49047.96526372403,48874.45425196297,53.08497263821318,-0.1121204489557691
1639384620,48927.59,49047.72451319658,48875.50644499341,52.146979181530035,-0.024658911416978797
1639384680,48926.91,49047.48288417019,48876.52433717176,52.120351974717195,-0.03272929178155039
1639384740,48945.11,49047.27813840185,48877.882469108954,52.78782875440756,-0.028292592239364943
1639384800,49003.75,49047.19108212504,48880.37489546323,54.88416084690562,0.030507761338257552
1639384860,49027.02,49047.15073996079,48883.278758919405,55.69179731595413,0.05449919689900093
1639384920,48999.99,49047.05641848087,48885.58987260417,54.519040396337466,0.07293310639757287
1639384980,49026.77,49047.01584564391,48888.38551869122,55.479901624162004,-0.18200618787221484
1639385040,49058.54,49047.038893952624,48891.7549143607,56.60502561539594,0.03857542241829685
1639385100,49048.13,49047.041076164714,48894.85145071,56.12423994614773,0.08267369205260865
1639385160,49044.75,49047.03649401238,48897.81973881475,55.96457889257643,-0.058686200589559166
1639385220,49016.51,49046.97544102436,48900.17004101644,54.62155473484464,-0.16784942178275314
1639385280,49013.07,49046.90763014232,48902.40568376859,54.45687494399556,-0.05565457851886199
1639385340,49056.63,49046.92707488203,48905.45963062466,56.18720861199203,-0.023382097067567584
1639385400,49041.34,49046.91590073227,48908.15033100833,55.42260414672967,0.03596621054947836
1639385460,49046.23,49046.91452893081,48910.88458187945,55.622400615850815,-0.15759744151158614
1639385520,49106.04,49047.03277987295,48914.74904560461,58.00400276462669,0.0333737111913287
1639385580,49136.24,49047.2111943132,48919.13500509758,59.14915403746685,0.03697240578137341
1639385640,49108.24,49047.33325192457,48922.879658461985,57.641625553159656,0.09837473012341216
1639385700,49056.09,49047.35076542072,48925.517487007295,54.94355511051339,-0.1050498086948179
1639385760,49053.38,49047.362823889875,48928.04941795765,54.80564991397689,-0.08055052682597197
1639385820,49045.38,49047.35885824209,48930.37279581987,54.388764194440455,-0.03097379243423777
1639385880,49031.28,49047.32670052561,48932.37095827889,53.644766773038036,-0.031538010468163506
1639385940,49015,49047.26204712457,48934.00717692683,52.78236502166005,-0.020217050555439865
1639386000,49022.42,49047.212363030325,48935.75792589858,53.13757064178119,-0.03789604317819135
1639386060,48956.64,49047.03121830427,48936.17143231643,49.70818204804822,0.043501346429422404
1639386120,48982,49046.90115586766,48937.0789287062,50.97016665504105,-0.06412977733111612
1639386180,48952.5,49046.71235355592,48937.38429645459,49.4761726901022,0.03926298395293925
1639386240,48950.01,49046.51894884881,48937.63431038618,49.34986803039177,-0.033852015272124426
1639386300,48911.54,49046.24899095111,48937.11759136863,47.41528344285736,-0.027092941207312423
1639386360,48892.8,49045.942092969206,48936.240015301926,46.49674997985768,-0.03341505162873481
1639386420,48929.49,49045.709188783265,48936.10635163258,48.51671685743041,-0.03398521553255609
1639386480,48942.29,49045.502350405695,48936.2288001151,49.208768245847736,0.05017070399136164
1639386540,48846.03,49045.10340570489,48934.44268526134,44.54992370508402,0.05606330671550424
1639386600,48861.93,49044.73705889348,48933.00679050369,45.43268410004716,-0.09590005375931746
1639386660,48879.43,49044.40644477569,48931.94586395907,46.40416862174678,0.025656485624944794
1639386720,48927.69,49044.173011886145,48931.86158942522,48.99471287770869,0.007035338056376712
1639386780,48918.63,49043.92192586237,48931.59957775343,48.539079348409985,0.020359694968744763
1639386840,48907.58,49043.649242010644,48931.123942550395,47.97615602368961,-0.008936061422855432
1639386900,48893.76,49043.34946352663,48930.38406249989,47.266930862388286,-0.014358537788544496
1639386960,48860.01,49042.98278459958,48928.99051670782,45.56523745874512,-0.011836836068266634
1639387020,48811.06,49042.51893903038,48926.65525895123,43.23010062662911,-0.025082769161532705
1639387080,48830,49042.09390115232,48924.74129342744,44.37121404803575,-0.02867311656090947
1639387140,48850,49041.70971335002,48923.26126781502,45.566441860502344,0.035353273334368523
1639387200,48846.07,49041.31843392332,48921.73272785828,45.368294008516116,0.014408006216189395
1639387260,48827.6,49040.89099705548,48919.86871344525,44.42898551337832,-0.02575235873074011
1639387320,48843.97,49040.49715506137,48918.36576862455,45.464228515276425,-0.013159170296463721
1639387380,48857.93,49040.13202075125,48917.169020730995,46.346000057137914,0.015228998433388326
1639387440,48861.18,49039.77411670975,48916.06032725117,46.55411825809642,0.011076833640446041
1639387500,48839.77,49039.374108476324,48914.54962770164,45.35519452934795,0.006764492992768843
1639387560,48813.93,49038.92322025937,48912.55715982636,43.94228237953744,-0.014960341884754215
1639387620,48799.87,49038.44511381885,48910.325730918914,43.185035530033545,-0.011195513630482436
1639387680,48811.16,49037.990543591215,48908.362053078934,43.98685518719606,-0.012190884010210342
1639387740,48837.4,49037.589362504026,48906.95686390906,45.825107673636666,0.006044389973459472
1639387800,48793.46,49037.101103779016,48904.709401257394,43.36006410360825,0.014999310877907348
1639387860,48764.71,49036.556321571465,48901.937135885964,41.83678169065424,-0.017006920564597888
1639387920,48777.29,49036.03778892832,48899.46887576941,42.74722540036901,-0.03020776237716441
1639387980,48765.98,49035.49767335046,48896.82553169477,42.13382956164269,0.01644624087923312
1639388040,48746.05,49034.91877800376,48893.8398776018,41.059796531096126,-0.017651348999481894
1639388100,48726.01,49034.300960447756,48890.51651368889,39.999196474370066,-0.017962642774361597
1639388160,48754.86,49033.74207852686,48887.83024609109,42.22184050567944,-0.02428926842637354
1639388220,48734.72,49033.144034369805,48884.79836002988,41.12176745515998,0.023187132892749755
1639388280,48750.19,49032.578126301065,48882.13284795008,42.31601329485281,-0.02940070885075067
1639388340,48769.34,49032.05165004847,48879.89932620849,43.77637205398167,0.020141692106270374
1639388400,48758.55,49031.50464674837,48877.496369253866,43.13978443805823,0.016082507004991937
1639388460,48740,49030.92163745488,48874.7736688726,42.052224700286175,-0.08069270185320973
1639388520,48763.64,49030.38707417997,48872.57300216225,43.91619686207926,-0.03347107181629048
1639388580,48778.78,49029.883860031616,48870.71571499072,45.08646060752876,0.018626324724160676
1639388640,48811.47,49029.44703231155,48869.54253251566,47.53188402518166,0.00942582743911925
1639388700,48826.99,49029.04211824693,48868.69990810941,48.654869010058114,0.01946538341145302
1639388760,48816.49,49028.61701401043,48867.66604854289,47.93679645852903,0.012093002001253938
1639388820,48820.01,49028.199799982416,48866.72236441333,48.201910288058286,-0.009236057907192516
1639388880,48866.58,49027.87656038245,48866.71954531603,51.57667089296507,0.006604059956070156
1639388940,48846.99,49027.51478726168,48866.32886125037,50.154694865914415,0.01053875073389216
1639389000,48847.98,49027.15571768716,48865.96551746323,50.22643492537958,-0.01151409892247988
1639389060,48888.44,49026.878286251784,48866.410556721385,53.0813731001903,0.008093323112046275
1639389120,48866.42,49026.557369679285,48866.410743717,51.420824139256375,0.010414141818114193
1639389180,48863.59,49026.23143493993,48866.354887405774,51.20784434244369,-0.010450057810141428
1639389240,48883.95,49025.94687207005,48866.70330547695,52.666923010402414,-0.01643169608872466
1639389300,48866.54,49025.62805832591,48866.70007170513,51.30963539910082,0.022745952043826335
1639389360,48863.2,49025.30320220926,48866.63076335453,51.048546580456616,-0.008476016677759345
1639389420,48848.43,49024.94945580484,48866.270352199,49.8872681689021,-0.012706907175871442
1639389480,48850.75,49024.60105689323,48865.96301849209,50.071824697024255,-0.015653556088935767
1639389540,48859.29,49024.27043477944,48865.83087951205,50.76233776285868,0.006011057348896945
1639389600,48836.36,49023.894613909884,48865.24729773953,48.884463539291794,0.00898401017073633
1639389660,48862.66,49023.57214468207,48865.19606412092,51.03376128059861,-0.008490648090823153
1639389720,48880.16,49023.28532039271,48865.49237968289,52.41114354067279,0.012766833190944299
1639389780,48907.15,49023.05304975192,48866.317283055505,54.45516281303249,0.02955552423691799
1639389840,48845.01,49022.696963652415,48865.895356658366,49.40144497443635,0.014338166657609869
1639389900,48767.35,49022.18626972511,48863.94396345721,44.10908503923307,-0.017957060519383134
1639389960,48726.01,49021.593917185666,48861.2125978442,41.65188387304768,-0.026775465343896597
1639390020,48685.67,49020.9220693513,48857.73650679778,39.43432212484287,-0.012727152221349491
1639390080,48744.01,49020.3682452126,48855.48449676218,43.90257541542164,-0.03800111706273063
1639390140,48770.93,49019.869368722175,48853.81015029165,45.81091180808213,0.022062055876269762
1639390200,48792.51,49019.414649984734,48852.59628592944,47.29767375128195,0.018259034060688368
1639390260,48815.34,49019.00650068476,48851.85853769321,48.83401832670426,0.011935804296111774
1639390320,48793.28,49018.55504768339,48850.69856664978,47.45131207875648,0.0066548931332023
1639390380,48767.54,49018.05301758802,48849.05186235969,45.883163851154464,-0.009966491384424965
1639390440,48785.96,49017.58883155285,48847.80251855058,47.17550908745386,-0.023802719691038
1639390500,48742.97,49017.03959388974,48845.72662709413,44.6038154282985,0.009137097813545924
1639390560,48746.88,49016.49927470196,48843.769268141776,44.88649423220716,-0.019419601258168863
1639390620,48776.61,49016.01949615255,48842.43938164392,47.01327101301297,0.012968733260490653
1639390680,48756.72,49015.50089716024,48840.741968146016,45.79034298072149,0.008658539610218232
1639390740,48729.08,49014.92805536591,48838.53084006392,44.13976165466894,-0.016812103602312216
1639390800,48703.32,49014.30483925519,48835.85339768641,42.65728679726909,-0.015653952944785658
1639390860,48666.28,49013.608789576676,48832.49550862332,40.62760948030007,-0.03564720139250272
1639390920,48665.13,49012.911831997524,48829.18134013573,40.56561657786711,-0.02572623353223112
1639390980,48677.58,49012.24116833352,48826.17933340037,41.564222857444975,-0.07920050208690119
1639391040,48716.46,49011.649605996856,48824.00667333303,44.572790019328906,0.01604891707630555
1639391100,48694.74,49011.01578678486,48821.446937227425,43.28491339326492,0.043330863329920866
1639391160,48665.18,49010.32411521129,48818.35254243084,41.59294599889996,-0.01528351175095823
1639391220,48673.27,49009.65000698087,48815.47962079854,42.23225118717288,-0.01725856992290575
1639391280,48681.93,49008.9945669669,48812.83507385204,42.92406399362145,0.0233689966082062
1639391340,48672.31,49008.321197832964,48810.052399122294,42.34135947159316,0.012717864690534151
1639391400,48720.04,49007.744635437295,48808.2699753773,46.097130109366084,-0.011666866503381827
1639391460,48732.06,49007.19326616642,48806.760866953984,46.996575669850984,0.01582951173489236
1639391520,48766.31,49006.71149963408,48805.959859687566,49.48138895648616,0.016408283498127164
1639391580,48695.05,49006.08817663482,48803.763624842264,44.94623865638709,0.028713257420190947
1639391640,48670.02,49005.41604028155,48801.115236231526,43.497621575264674,-0.02152388466391008
1639391700,48636.33,49004.67786820098,48797.852162246745,41.629418794919275,-0.016128816118098743
1639391760,48601.18,49003.870872464584,48793.95766398443,39.78513839116395,-0.018848814865286168
1639391820,48666.87,49003.19687071966,48791.4410765788,44.53562317429883,-0.09424984152811842
1639391880,48695.13,49002.58073697822,48789.533926547534,46.41692310554734,0.019266069314030444
1639391940,48682.82,49001.94121550427,48787.42077948718,45.71814125077561,0.026071894475700994
1639392000,48709.22,49001.35577307326,48785.87224920031,47.47251065514031,-0.01102469369797033
1639392060,48685.93,49000.72492152711,48783.8931947607,46.11240414876085,0.01775465634311202
1639392120,48715.59,49000.15465168405,48782.54065625059,48.07239448200177,-0.004843992213034021
1639392180,48702.87,48999.56008238069,48780.96301949315,47.30900156684212,0.007789150710859744
1639392240,48718.89,48998.99874221593,48779.73385079032,48.37705698486963,-0.007988927485833195
1639392300,48743,48998.4867447315,48779.00644780437,49.95635556386746,0.01142290316364559
1639392360,48768.75,48998.02727124204,48778.80334982805,51.59255750178783,0.008119332644578337
1639392420,48797,48997.625216699555,48779.163679534424,53.32453060266617,0.008022360896386744
1639392480,48751.78,48997.13352626616,48778.621428454535,50.3419356579719,0.01246405312700359
1639392540,48709.72,48996.55869921362,48777.257043732665,47.77098692181088,-0.011650425543879763
1639392600,48697.89,48995.9613618152,48775.685419104295,47.07153066284798,-0.006806102417941688
1639392660,48701.29,48995.37201909157,48774.21224248837,47.30094292161943,-0.005505516137029842
1639392720,48679.66,48994.74059505339,48772.33992085494,45.98909641748521,0.009423588801593497
1639392780,48666.92,48994.08495386328,48770.25239766969,45.224861918013886,-0.012956790060282502
1639392840,48684.4,48993.465583955556,48768.55235019108,46.487055216230516,-0.0120809718794947
1639392900,48734.82,48992.948292787645,48767.88438286056,49.929811540609826,0.005681716412105882
1639392960,48702.78,48992.36795620208,48766.595187160354,47.903851883918016,0.01410493106951793
1639393020,48678.4,48991.74002028967,48764.84874781065,46.42115869261929,-0.023175211077568956
1639393080,48677,48991.11054024909,48763.10916864608,46.33596319502327,-0.02807044642846156
1639393140,48688.03,48990.50437916859,48761.622452435266,47.126836105485495,-0.01640608014089811
1639393200,48604.69,48989.73275041025,48758.51487911971,42.25892089909214,0.009772520315404999
1639393260,48575.74,48988.90476490942,48754.89557458269,40.746464105714516,-0.048034632562339225
1639393320,48598.94,48988.12483537961,48751.80734538303,42.45389517618658,-0.014936999664111683
1639393380,48653.9,48987.45638570884,48749.868586068515,46.249601414657704,0.018379231316091548
1639393440,48662.74,48986.806952937426,48748.143267532505,46.83310928979546,0.017155077757304387
1639393500,48642.53,48986.118399031555,48746.051915700176,45.66079039994527,0.02131636114680173
1639393560,48626.04,48985.398242233496,48743.67544212195,44.71600458960846,-0.008602850387797348
1639393620,48675.8,48984.779045749034,48742.33137396112,48.07020870232273,-0.011344181573381736
1639393680,48704.99,48984.21946765753,48741.59194081337,49.91429334281194,0.01389341526769296
1639393740,48720.34,48983.69170872222,48741.17111030222,50.86351127425428,0.008726729954514269
1639393800,48708.64,48983.14160530478,48740.526929900196,50.114622483697666,0.019427650351822923
1639393860,48724.47,48982.62426209417,48740.20897089227,51.1218874510025,-0.013964237157868072
1639393920,48682.63,48982.02427356998,48739.068793250844,48.447199263967605,0.013455535341573278
1639393980,48729.99,48981.52020502283,48738.88901516667,51.423235012033174,-0.028246337631469377
1639394040,48727.34,48981.01184461278,48738.66032179703,51.251975805032636,0.014184373544560504
1639394100,48719.97,48980.489760923556,48738.29021641491,50.765558992259315,-0.025319940309579465
1639394160,48708.15,48979.945081401704,48737.693380446304,49.97859430020543,-0.0339158536906451
1639394220,48735,48979.4551912389,48737.640046180044,51.736731938526866,-0.04087336988790168
1639394280,48748.25,48978.992780856424,48737.850144275486,52.58744900850706,0.02441287723837575
