time,close,SMMA,EMA,RSI,OBV
1639383540,1.955,2.006284,1.9526623743841542,56.06472345066756,0.009942074281201077
1639383600,1.954,2.0061794319999997,1.9526888620201115,55.45768256774523,0.022933461312216973
1639383660,1.96,2.006087073136,1.9528336370296142,58.26264886183707,-0.022761673080874418
1639383720,1.958,2.0059908989897277,1.9529359412468497,57.02437313382983,0.04144905763936796
1639383780,1.956,2.0058909171917483,1.952996615677605,55.79759542770622,-0.015914484679433318
1639383840,1.95,2.005779135357365,1.952937276753296,52.30541616784,-0.01218520110382212
1639383900,1.949,2.00566557708665,1.9528593108769932,51.74702512986674,-0.01212260655744359
1639383960,1.949,2.0055522459324764,1.952782888879429,51.74702512986674,-0.006685296769485141
1639384020,1.948,2.0054371414406114,1.9526881782085492,51.162517483097794,-4.388673184073112e-16
1639384080,1.95,2.0053262671577303,1.9526349469568949,52.27778400035351,-0.011507094095009805
1639384140,1.954,2.005223614623415,1.9526619777102237,54.4308132299415,0.003992157704274832
1639384200,1.955,2.005123167394168,1.9527082751813083,54.956377579967864,0.005569601551725366
1639384260,1.956,2.0050249210593796,1.9527734578509854,55.487457980158716,0.010326048272187534
1639384320,1.958,2.004930871217261,1.9528769537351243,56.54743305815387,0.0044173553596276284
1639384380,1.96,2.0048410094748266,1.9530180041562109,57.59211274707118,0.004605619821766542
1639384440,1.961,2.0047533274558766,1.9531760634798503,58.11299585619907,0.012447336888450244
1639384500,1.961,2.0046658208009647,1.9533309929158928,58.11299585619906,0.009590716988333432
1639384560,1.958,2.004572489159363,1.9534234485017168,55.90835368587188,-4.3386677779516185e-16
1639384620,1.956,2.0044753441810443,1.953474469323465,54.48288737229756,-0.010725265878407829
1639384680,1.958,2.004382393492682,1.9535640837923072,55.65258030902533,-0.012413134643231558
1639384740,1.962,2.0042976287056966,1.9537311316380042,57.89141027705958,0.005383539656606021
1639384800,1.963,2.0042150334482853,1.9539146735857664,58.43410198870056,0.006352775960528371
1639384860,1.964,2.004134603381389,1.9541143830197116,58.98098070535397,0.011370522052565937
1639384920,1.963,2.0040523341746264,1.9542903358312025,58.188993876534916,0.008956055818190464
1639384980,1.964,2.003972229506277,1.9544826064088023,58.76182767647297,-0.020030944921289706
1639385040,1.965,2.0038942850472647,1.95469087162843,59.33812771146592,0.02276346751906788
1639385100,1.966,2.00381849647717,1.9549148147645006,59.91759150263507,0.006579062722799491
1639385160,1.965,2.003740859484216,1.9551145214028274,59.047107456459806,0.008817103778437935
1639385220,1.964,2.0036613777652477,1.9552904714740584,58.172828736940744,-0.007397409616409617
1639385280,1.963,2.003580055009717,1.9554431354052653,57.295235942283824,-0.009111295233664388
1639385340,1.966,2.003504894899698,1.9556521822289235,59.2051873611667,-0.010106388775189323
1639385400,1.965,2.0034278851098986,1.955837287531321,58.305977467611854,0.0053387408124796545
1639385460,1.964,2.003349029339679,1.9559989254019878,57.40405921241354,-0.010569298610195036
1639385520,1.968,2.003278331281,1.9562365704435327,59.96653918977742,-0.004231794429498742
1639385580,1.969,2.003209774618438,1.9564893116228688,60.57984052241041,0.007707200622912731
1639385640,1.967,2.003137355069201,1.9566974440659803,58.718694632679146,0.01209527981988483
1639385700,1.968,2.0030670803590622,1.9569212570547727,59.36442610005901,-0.01083516802076385
1639385760,1.969,2.002998946198344,1.957160440083391,60.01150442323555,0.014156342300414486
1639385820,1.967,2.002926948305947,1.957355282854017,58.097422287959816,0.006631429734104303
1639385880,1.964,2.0028490944093353,1.9574868614113632,55.35762746761549,-0.004130400849210484
